"REGION","Region","LOCATION","Country","VAR","Variables","TIME","Time","Value","Flag Codes","Flags"
"REG1_5","All regions","DZA","Algeria","DF","Discrimination in the family","2023","2023",79.9,,
"REG1_5","All regions","DZA","Algeria","RAPFR","Access to productive and financial assets","2023","2023",44.7,,
"REG1_5","All regions","DZA","Algeria","RCL","Restricted civil liberties","2023","2023",60.2,,
"REG1_1","Africa","AGO","Angola","SIGI","SIGI 2023","2023","2023",25.9,,
"REG1_1","Africa","AGO","Angola","DF","Discrimination in the family","2023","2023",22.2,,
"REG1_1","Africa","AGO","Angola","RPI","Restricted physical integrity","2023","2023",29.4,,
"REG1_1","Africa","AGO","Angola","RAPFR","Access to productive and financial assets","2023","2023",39.9,,
"REG1_1","Africa","AGO","Angola","RCL","Restricted civil liberties","2023","2023",9.5,,
"REG1_5","All regions","AGO","Angola","SIGI","SIGI 2023","2023","2023",25.9,,
"REG1_5","All regions","AGO","Angola","DF","Discrimination in the family","2023","2023",22.2,,
"REG1_5","All regions","AGO","Angola","RPI","Restricted physical integrity","2023","2023",29.4,,
"REG1_5","All regions","AGO","Angola","RAPFR","Access to productive and financial assets","2023","2023",39.9,,
"REG1_5","All regions","AGO","Angola","RCL","Restricted civil liberties","2023","2023",9.5,,
"REG1_2","Americas","ATG","Antigua and Barbuda","DF","Discrimination in the family","2023","2023",44.7,,
"REG1_5","All regions","ATG","Antigua and Barbuda","DF","Discrimination in the family","2023","2023",44.7,,
"REG1_2","Americas","ARG","Argentina","SIGI","SIGI 2023","2023","2023",17.7,,
"REG1_2","Americas","ARG","Argentina","DF","Discrimination in the family","2023","2023",8.7,,
"REG1_2","Americas","ARG","Argentina","RPI","Restricted physical integrity","2023","2023",18.1,,
"REG1_2","Americas","ARG","Argentina","RAPFR","Access to productive and financial assets","2023","2023",34.2,,
"REG1_2","Americas","ARG","Argentina","RCL","Restricted civil liberties","2023","2023",7.3,,
"REG1_5","All regions","ARG","Argentina","SIGI","SIGI 2023","2023","2023",17.7,,
"REG1_5","All regions","ARG","Argentina","DF","Discrimination in the family","2023","2023",8.7,,
"REG1_5","All regions","ARG","Argentina","RPI","Restricted physical integrity","2023","2023",18.1,,
"REG1_5","All regions","ARG","Argentina","RAPFR","Access to productive and financial assets","2023","2023",34.2,,
"REG1_5","All regions","ARG","Argentina","RCL","Restricted civil liberties","2023","2023",7.3,,
"REG1_3","Asia","ARM","Armenia","SIGI","SIGI 2023","2023","2023",23.7,,
"REG1_3","Asia","ARM","Armenia","DF","Discrimination in the family","2023","2023",26.3,,
"REG1_3","Asia","ARM","Armenia","RPI","Restricted physical integrity","2023","2023",27.7,,
"REG1_3","Asia","ARM","Armenia","RAPFR","Access to productive and financial assets","2023","2023",24,,
"REG1_3","Asia","ARM","Armenia","RCL","Restricted civil liberties","2023","2023",16.5,,
"REG1_5","All regions","ARM","Armenia","SIGI","SIGI 2023","2023","2023",23.7,,
"REG1_5","All regions","ARM","Armenia","DF","Discrimination in the family","2023","2023",26.3,,
"REG1_5","All regions","ARM","Armenia","RPI","Restricted physical integrity","2023","2023",27.7,,
"REG1_5","All regions","ARM","Armenia","RAPFR","Access to productive and financial assets","2023","2023",24,,
"REG1_5","All regions","ARM","Armenia","RCL","Restricted civil liberties","2023","2023",16.5,,
"REG1_3","Asia","AZE","Azerbaijan","SIGI","SIGI 2023","2023","2023",29.8,,
"REG1_3","Asia","AZE","Azerbaijan","DF","Discrimination in the family","2023","2023",21.1,,
"REG1_3","Asia","AZE","Azerbaijan","RPI","Restricted physical integrity","2023","2023",49,,
"REG1_3","Asia","AZE","Azerbaijan","RAPFR","Access to productive and financial assets","2023","2023",22.9,,
"REG1_3","Asia","AZE","Azerbaijan","RCL","Restricted civil liberties","2023","2023",23.4,,
"REG1_5","All regions","AZE","Azerbaijan","SIGI","SIGI 2023","2023","2023",29.8,,
"REG1_5","All regions","AZE","Azerbaijan","DF","Discrimination in the family","2023","2023",21.1,,
"REG1_5","All regions","AZE","Azerbaijan","RPI","Restricted physical integrity","2023","2023",49,,
"REG1_5","All regions","AZE","Azerbaijan","RAPFR","Access to productive and financial assets","2023","2023",22.9,,
"REG1_5","All regions","AZE","Azerbaijan","RCL","Restricted civil liberties","2023","2023",23.4,,
"REG1_2","Americas","BHS","Bahamas","DF","Discrimination in the family","2023","2023",49.6,,
"REG1_5","All regions","BHS","Bahamas","DF","Discrimination in the family","2023","2023",49.6,,
"REG1_3","Asia","BHR","Bahrain","DF","Discrimination in the family","2023","2023",89,,
"REG1_3","Asia","BHR","Bahrain","RAPFR","Access to productive and financial assets","2023","2023",41.1,,
"REG1_3","Asia","BHR","Bahrain","RCL","Restricted civil liberties","2023","2023",57.2,,
"REG1_5","All regions","BHR","Bahrain","DF","Discrimination in the family","2023","2023",89,,
"REG1_5","All regions","BHR","Bahrain","RAPFR","Access to productive and financial assets","2023","2023",41.1,,
"REG1_5","All regions","BHR","Bahrain","RCL","Restricted civil liberties","2023","2023",57.2,,
"REG1_3","Asia","BGD","Bangladesh","SIGI","SIGI 2023","2023","2023",49.3,,
"REG1_3","Asia","BGD","Bangladesh","DF","Discrimination in the family","2023","2023",81.9,,
"REG1_3","Asia","BGD","Bangladesh","RPI","Restricted physical integrity","2023","2023",27.4,,
"REG1_3","Asia","BGD","Bangladesh","RAPFR","Access to productive and financial assets","2023","2023",42.5,,
"REG1_3","Asia","BGD","Bangladesh","RCL","Restricted civil liberties","2023","2023",36.1,,
"REG1_5","All regions","BGD","Bangladesh","SIGI","SIGI 2023","2023","2023",49.3,,
"REG1_5","All regions","BGD","Bangladesh","DF","Discrimination in the family","2023","2023",81.9,,
"REG1_5","All regions","BGD","Bangladesh","RPI","Restricted physical integrity","2023","2023",27.4,,
"REG1_5","All regions","BGD","Bangladesh","RAPFR","Access to productive and financial assets","2023","2023",42.5,,
"REG1_5","All regions","BGD","Bangladesh","RCL","Restricted civil liberties","2023","2023",36.1,,
"REG1_2","Americas","BRB","Barbados","DF","Discrimination in the family","2023","2023",36,,
"REG1_5","All regions","BRB","Barbados","DF","Discrimination in the family","2023","2023",36,,
"REG1_2","Americas","BLZ","Belize","SIGI","SIGI 2023","2023","2023",18.2,,
"REG1_2","Americas","BLZ","Belize","DF","Discrimination in the family","2023","2023",10.4,,
"REG1_2","Americas","BLZ","Belize","RPI","Restricted physical integrity","2023","2023",20.6,,
"REG1_2","Americas","BLZ","Belize","RAPFR","Access to productive and financial assets","2023","2023",19.5,,
"REG1_2","Americas","BLZ","Belize","RCL","Restricted civil liberties","2023","2023",22.1,,
"REG1_5","All regions","BLZ","Belize","SIGI","SIGI 2023","2023","2023",18.2,,
"REG1_5","All regions","BLZ","Belize","DF","Discrimination in the family","2023","2023",10.4,,
"REG1_5","All regions","BLZ","Belize","RPI","Restricted physical integrity","2023","2023",20.6,,
"REG1_5","All regions","BLZ","Belize","RAPFR","Access to productive and financial assets","2023","2023",19.5,,
"REG1_5","All regions","BLZ","Belize","RCL","Restricted civil liberties","2023","2023",22.1,,
"REG1_1","Africa","BEN","Benin","SIGI","SIGI 2023","2023","2023",34.4,,
"REG1_1","Africa","BEN","Benin","DF","Discrimination in the family","2023","2023",22.2,,
"REG1_1","Africa","BEN","Benin","RPI","Restricted physical integrity","2023","2023",14.5,,
"REG1_1","Africa","BEN","Benin","RAPFR","Access to productive and financial assets","2023","2023",37.6,,
"REG1_1","Africa","BEN","Benin","RCL","Restricted civil liberties","2023","2023",57.7,,
"REG1_5","All regions","BEN","Benin","SIGI","SIGI 2023","2023","2023",34.4,,
"REG1_5","All regions","BEN","Benin","DF","Discrimination in the family","2023","2023",22.2,,
"REG1_5","All regions","BEN","Benin","RPI","Restricted physical integrity","2023","2023",14.5,,
"REG1_5","All regions","BEN","Benin","RAPFR","Access to productive and financial assets","2023","2023",37.6,,
"REG1_5","All regions","BEN","Benin","RCL","Restricted civil liberties","2023","2023",57.7,,
"REG1_3","Asia","BTN","Bhutan","SIGI","SIGI 2023","2023","2023",32.9,,
"REG1_3","Asia","BTN","Bhutan","DF","Discrimination in the family","2023","2023",45.2,,
"REG1_3","Asia","BTN","Bhutan","RPI","Restricted physical integrity","2023","2023",25,,
"REG1_3","Asia","BTN","Bhutan","RAPFR","Access to productive and financial assets","2023","2023",19.5,,
"REG1_3","Asia","BTN","Bhutan","RCL","Restricted civil liberties","2023","2023",39.7,,
"REG1_5","All regions","BTN","Bhutan","SIGI","SIGI 2023","2023","2023",32.9,,
"REG1_5","All regions","BTN","Bhutan","DF","Discrimination in the family","2023","2023",45.2,,
"REG1_5","All regions","BTN","Bhutan","RPI","Restricted physical integrity","2023","2023",25,,
"REG1_5","All regions","BTN","Bhutan","RAPFR","Access to productive and financial assets","2023","2023",19.5,,
"REG1_5","All regions","BTN","Bhutan","RCL","Restricted civil liberties","2023","2023",39.7,,
"REG1_2","Americas","BOL","Bolivia","SIGI","SIGI 2023","2023","2023",20.6,,
"REG1_2","Americas","BOL","Bolivia","DF","Discrimination in the family","2023","2023",26.9,,
"REG1_2","Americas","BOL","Bolivia","RPI","Restricted physical integrity","2023","2023",26.3,,
"REG1_2","Americas","BOL","Bolivia","RAPFR","Access to productive and financial assets","2023","2023",19.3,,
"REG1_2","Americas","BOL","Bolivia","RCL","Restricted civil liberties","2023","2023",9,,
"REG1_5","All regions","BOL","Bolivia","SIGI","SIGI 2023","2023","2023",20.6,,
"REG1_5","All regions","BOL","Bolivia","DF","Discrimination in the family","2023","2023",26.9,,
"REG1_5","All regions","BOL","Bolivia","RPI","Restricted physical integrity","2023","2023",26.3,,
"REG1_5","All regions","BOL","Bolivia","RAPFR","Access to productive and financial assets","2023","2023",19.3,,
"REG1_5","All regions","BOL","Bolivia","RCL","Restricted civil liberties","2023","2023",9,,
"REG1_4","Europe","BIH","Bosnia and Herzegovina","SIGI","SIGI 2023","2023","2023",27.1,,
"REG1_4","Europe","BIH","Bosnia and Herzegovina","DF","Discrimination in the family","2023","2023",31.8,,
"REG1_4","Europe","BIH","Bosnia and Herzegovina","RPI","Restricted physical integrity","2023","2023",13.9,,
"REG1_4","Europe","BIH","Bosnia and Herzegovina","RAPFR","Access to productive and financial assets","2023","2023",39.6,,
"REG1_4","Europe","BIH","Bosnia and Herzegovina","RCL","Restricted civil liberties","2023","2023",21.2,,
"REG1_5","All regions","BIH","Bosnia and Herzegovina","SIGI","SIGI 2023","2023","2023",27.1,,
"REG1_5","All regions","BIH","Bosnia and Herzegovina","DF","Discrimination in the family","2023","2023",31.8,,
"REG1_5","All regions","BIH","Bosnia and Herzegovina","RPI","Restricted physical integrity","2023","2023",13.9,,
"REG1_5","All regions","BIH","Bosnia and Herzegovina","RAPFR","Access to productive and financial assets","2023","2023",39.6,,
"REG1_5","All regions","BIH","Bosnia and Herzegovina","RCL","Restricted civil liberties","2023","2023",21.2,,
"REG1_1","Africa","BWA","Botswana","SIGI","SIGI 2023","2023","2023",31.5,,
"REG1_1","Africa","BWA","Botswana","DF","Discrimination in the family","2023","2023",53.2,,
"REG1_1","Africa","BWA","Botswana","RPI","Restricted physical integrity","2023","2023",14.3,,
"REG1_1","Africa","BWA","Botswana","RAPFR","Access to productive and financial assets","2023","2023",19.8,,
"REG1_1","Africa","BWA","Botswana","RCL","Restricted civil liberties","2023","2023",34.1,,
"REG1_5","All regions","BWA","Botswana","SIGI","SIGI 2023","2023","2023",31.5,,
"REG1_5","All regions","BWA","Botswana","DF","Discrimination in the family","2023","2023",53.2,,
"REG1_5","All regions","BWA","Botswana","RPI","Restricted physical integrity","2023","2023",14.3,,
"REG1_5","All regions","BWA","Botswana","RAPFR","Access to productive and financial assets","2023","2023",19.8,,
"REG1_5","All regions","BWA","Botswana","RCL","Restricted civil liberties","2023","2023",34.1,,
"REG1_2","Americas","BRA","Brazil","SIGI","SIGI 2023","2023","2023",21.6,,
"REG1_2","Americas","BRA","Brazil","DF","Discrimination in the family","2023","2023",21.5,,
"REG1_2","Americas","BRA","Brazil","RPI","Restricted physical integrity","2023","2023",21.1,,
"REG1_2","Americas","BRA","Brazil","RAPFR","Access to productive and financial assets","2023","2023",16.4,,
"REG1_2","Americas","BRA","Brazil","RCL","Restricted civil liberties","2023","2023",26.9,,
"REG1_5","All regions","BRA","Brazil","SIGI","SIGI 2023","2023","2023",21.6,,
"REG1_5","All regions","BRA","Brazil","DF","Discrimination in the family","2023","2023",21.5,,
"REG1_5","All regions","BRA","Brazil","RPI","Restricted physical integrity","2023","2023",21.1,,
"REG1_5","All regions","BRA","Brazil","RAPFR","Access to productive and financial assets","2023","2023",16.4,,
"REG1_5","All regions","BRA","Brazil","RCL","Restricted civil liberties","2023","2023",26.9,,
"REG1_3","Asia","BRN","Brunei Darussalam","DF","Discrimination in the family","2023","2023",91.9,,
"REG1_5","All regions","BRN","Brunei Darussalam","DF","Discrimination in the family","2023","2023",91.9,,
"REG1_4","Europe","BGR","Bulgaria","SIGI","SIGI 2023","2023","2023",18.9,,
"REG1_4","Europe","BGR","Bulgaria","DF","Discrimination in the family","2023","2023",8,,
"REG1_4","Europe","BGR","Bulgaria","RPI","Restricted physical integrity","2023","2023",26.5,,
"REG1_4","Europe","BGR","Bulgaria","RAPFR","Access to productive and financial assets","2023","2023",21.4,,
"REG1_4","Europe","BGR","Bulgaria","RCL","Restricted civil liberties","2023","2023",18.8,,
"REG1_5","All regions","BGR","Bulgaria","SIGI","SIGI 2023","2023","2023",18.9,,
"REG1_5","All regions","BGR","Bulgaria","DF","Discrimination in the family","2023","2023",8,,
"REG1_5","All regions","BGR","Bulgaria","RPI","Restricted physical integrity","2023","2023",26.5,,
"REG1_5","All regions","BGR","Bulgaria","RAPFR","Access to productive and financial assets","2023","2023",21.4,,
"REG1_5","All regions","BGR","Bulgaria","RCL","Restricted civil liberties","2023","2023",18.8,,
"REG1_1","Africa","BFA","Burkina Faso","SIGI","SIGI 2023","2023","2023",25.4,,
"REG1_1","Africa","BFA","Burkina Faso","DF","Discrimination in the family","2023","2023",29.2,,
"REG1_1","Africa","BFA","Burkina Faso","RPI","Restricted physical integrity","2023","2023",23,,
"REG1_1","Africa","BFA","Burkina Faso","RAPFR","Access to productive and financial assets","2023","2023",29.8,,
"REG1_1","Africa","BFA","Burkina Faso","RCL","Restricted civil liberties","2023","2023",19.1,,
"REG1_5","All regions","BFA","Burkina Faso","SIGI","SIGI 2023","2023","2023",25.4,,
"REG1_5","All regions","BFA","Burkina Faso","DF","Discrimination in the family","2023","2023",29.2,,
"REG1_5","All regions","BFA","Burkina Faso","RPI","Restricted physical integrity","2023","2023",23,,
"REG1_5","All regions","BFA","Burkina Faso","RAPFR","Access to productive and financial assets","2023","2023",29.8,,
"REG1_5","All regions","BFA","Burkina Faso","RCL","Restricted civil liberties","2023","2023",19.1,,
"REG1_1","Africa","BDI","Burundi","SIGI","SIGI 2023","2023","2023",40.7,,
"REG1_1","Africa","BDI","Burundi","DF","Discrimination in the family","2023","2023",62.5,,
"REG1_1","Africa","BDI","Burundi","RPI","Restricted physical integrity","2023","2023",25.8,,
"REG1_1","Africa","BDI","Burundi","RAPFR","Access to productive and financial assets","2023","2023",37.2,,
"REG1_1","Africa","BDI","Burundi","RCL","Restricted civil liberties","2023","2023",33.5,,
"REG1_5","All regions","BDI","Burundi","SIGI","SIGI 2023","2023","2023",40.7,,
"REG1_5","All regions","BDI","Burundi","DF","Discrimination in the family","2023","2023",62.5,,
"REG1_5","All regions","BDI","Burundi","RPI","Restricted physical integrity","2023","2023",25.8,,
"REG1_5","All regions","BDI","Burundi","RAPFR","Access to productive and financial assets","2023","2023",37.2,,
"REG1_5","All regions","BDI","Burundi","RCL","Restricted civil liberties","2023","2023",33.5,,
"REG1_3","Asia","KHM","Cambodia","SIGI","SIGI 2023","2023","2023",21.7,,
"REG1_3","Asia","KHM","Cambodia","DF","Discrimination in the family","2023","2023",21.8,,
"REG1_3","Asia","KHM","Cambodia","RPI","Restricted physical integrity","2023","2023",17.8,,
"REG1_3","Asia","KHM","Cambodia","RAPFR","Access to productive and financial assets","2023","2023",29.4,,
"REG1_3","Asia","KHM","Cambodia","RCL","Restricted civil liberties","2023","2023",17.4,,
"REG1_5","All regions","KHM","Cambodia","SIGI","SIGI 2023","2023","2023",21.7,,
"REG1_5","All regions","KHM","Cambodia","DF","Discrimination in the family","2023","2023",21.8,,
"REG1_5","All regions","KHM","Cambodia","RPI","Restricted physical integrity","2023","2023",17.8,,
"REG1_5","All regions","KHM","Cambodia","RAPFR","Access to productive and financial assets","2023","2023",29.4,,
"REG1_5","All regions","KHM","Cambodia","RCL","Restricted civil liberties","2023","2023",17.4,,
"REG1_1","Africa","CMR","Cameroon","SIGI","SIGI 2023","2023","2023",66.9,,
"REG1_1","Africa","CMR","Cameroon","DF","Discrimination in the family","2023","2023",86.7,,
"REG1_1","Africa","CMR","Cameroon","RPI","Restricted physical integrity","2023","2023",32,,
"REG1_1","Africa","CMR","Cameroon","RAPFR","Access to productive and financial assets","2023","2023",83.6,,
"REG1_1","Africa","CMR","Cameroon","RCL","Restricted civil liberties","2023","2023",55.5,,
"REG1_5","All regions","CMR","Cameroon","SIGI","SIGI 2023","2023","2023",66.9,,
"REG1_5","All regions","CMR","Cameroon","DF","Discrimination in the family","2023","2023",86.7,,
"REG1_5","All regions","CMR","Cameroon","RPI","Restricted physical integrity","2023","2023",32,,
"REG1_5","All regions","CMR","Cameroon","RAPFR","Access to productive and financial assets","2023","2023",83.6,,
"REG1_5","All regions","CMR","Cameroon","RCL","Restricted civil liberties","2023","2023",55.5,,
"REG1_1","Africa","CPV","Cabo Verde","DF","Discrimination in the family","2023","2023",8.8,,
"REG1_1","Africa","CPV","Cabo Verde","RPI","Restricted physical integrity","2023","2023",16.3,,
"REG1_5","All regions","CPV","Cabo Verde","DF","Discrimination in the family","2023","2023",8.8,,
"REG1_5","All regions","CPV","Cabo Verde","RPI","Restricted physical integrity","2023","2023",16.3,,
"REG1_1","Africa","CAF","Central African Republic","SIGI","SIGI 2023","2023","2023",48.7,,
"REG1_1","Africa","CAF","Central African Republic","DF","Discrimination in the family","2023","2023",65,,
"REG1_1","Africa","CAF","Central African Republic","RPI","Restricted physical integrity","2023","2023",31.4,,
"REG1_1","Africa","CAF","Central African Republic","RAPFR","Access to productive and financial assets","2023","2023",45.5,,
"REG1_1","Africa","CAF","Central African Republic","RCL","Restricted civil liberties","2023","2023",49.9,,
"REG1_5","All regions","CAF","Central African Republic","SIGI","SIGI 2023","2023","2023",48.7,,
"REG1_5","All regions","CAF","Central African Republic","DF","Discrimination in the family","2023","2023",65,,
"REG1_5","All regions","CAF","Central African Republic","RPI","Restricted physical integrity","2023","2023",31.4,,
"REG1_5","All regions","CAF","Central African Republic","RAPFR","Access to productive and financial assets","2023","2023",45.5,,
"REG1_5","All regions","CAF","Central African Republic","RCL","Restricted civil liberties","2023","2023",49.9,,
"REG1_1","Africa","TCD","Chad","SIGI","SIGI 2023","2023","2023",45,,
"REG1_1","Africa","TCD","Chad","DF","Discrimination in the family","2023","2023",45.9,,
"REG1_1","Africa","TCD","Chad","RPI","Restricted physical integrity","2023","2023",29.6,,
"REG1_1","Africa","TCD","Chad","RAPFR","Access to productive and financial assets","2023","2023",78.6,,
"REG1_1","Africa","TCD","Chad","RCL","Restricted civil liberties","2023","2023",13.8,,
"REG1_5","All regions","TCD","Chad","SIGI","SIGI 2023","2023","2023",45,,
"REG1_5","All regions","TCD","Chad","DF","Discrimination in the family","2023","2023",45.9,,
"REG1_5","All regions","TCD","Chad","RPI","Restricted physical integrity","2023","2023",29.6,,
"REG1_5","All regions","TCD","Chad","RAPFR","Access to productive and financial assets","2023","2023",78.6,,
"REG1_5","All regions","TCD","Chad","RCL","Restricted civil liberties","2023","2023",13.8,,
"REG1_2","Americas","CHL","Chile","SIGI","SIGI 2023","2023","2023",27.2,,
"REG1_2","Americas","CHL","Chile","DF","Discrimination in the family","2023","2023",8.5,,
"REG1_2","Americas","CHL","Chile","RPI","Restricted physical integrity","2023","2023",22.7,,
"REG1_2","Americas","CHL","Chile","RAPFR","Access to productive and financial assets","2023","2023",60.6,,
"REG1_2","Americas","CHL","Chile","RCL","Restricted civil liberties","2023","2023",7.1,,
"REG1_5","All regions","CHL","Chile","SIGI","SIGI 2023","2023","2023",27.2,,
"REG1_5","All regions","CHL","Chile","DF","Discrimination in the family","2023","2023",8.5,,
"REG1_5","All regions","CHL","Chile","RPI","Restricted physical integrity","2023","2023",22.7,,
"REG1_5","All regions","CHL","Chile","RAPFR","Access to productive and financial assets","2023","2023",60.6,,
"REG1_5","All regions","CHL","Chile","RCL","Restricted civil liberties","2023","2023",7.1,,
"REG1_3","Asia","CHN","China (People's Republic of)","SIGI","SIGI 2023","2023","2023",27.1,,
"REG1_3","Asia","CHN","China (People's Republic of)","DF","Discrimination in the family","2023","2023",8.1,,
"REG1_3","Asia","CHN","China (People's Republic of)","RPI","Restricted physical integrity","2023","2023",45.6,,
"REG1_3","Asia","CHN","China (People's Republic of)","RAPFR","Access to productive and financial assets","2023","2023",29,,
"REG1_3","Asia","CHN","China (People's Republic of)","RCL","Restricted civil liberties","2023","2023",22.3,,
"REG1_5","All regions","CHN","China (People's Republic of)","SIGI","SIGI 2023","2023","2023",27.1,,
"REG1_5","All regions","CHN","China (People's Republic of)","DF","Discrimination in the family","2023","2023",8.1,,
"REG1_5","All regions","CHN","China (People's Republic of)","RPI","Restricted physical integrity","2023","2023",45.6,,
"REG1_5","All regions","CHN","China (People's Republic of)","RAPFR","Access to productive and financial assets","2023","2023",29,,
"REG1_5","All regions","CHN","China (People's Republic of)","RCL","Restricted civil liberties","2023","2023",22.3,,
"REG1_2","Americas","COL","Colombia","SIGI","SIGI 2023","2023","2023",23.5,,
"REG1_2","Americas","COL","Colombia","DF","Discrimination in the family","2023","2023",21.9,,
"REG1_2","Americas","COL","Colombia","RPI","Restricted physical integrity","2023","2023",28.6,,
"REG1_2","Americas","COL","Colombia","RAPFR","Access to productive and financial assets","2023","2023",33.7,,
"REG1_2","Americas","COL","Colombia","RCL","Restricted civil liberties","2023","2023",7.9,,
"REG1_5","All regions","COL","Colombia","SIGI","SIGI 2023","2023","2023",23.5,,
"REG1_5","All regions","COL","Colombia","DF","Discrimination in the family","2023","2023",21.9,,
"REG1_5","All regions","COL","Colombia","RPI","Restricted physical integrity","2023","2023",28.6,,
"REG1_5","All regions","COL","Colombia","RAPFR","Access to productive and financial assets","2023","2023",33.7,,
"REG1_5","All regions","COL","Colombia","RCL","Restricted civil liberties","2023","2023",7.9,,
"REG1_1","Africa","COM","Comoros","SIGI","SIGI 2023","2023","2023",54.7,,
"REG1_1","Africa","COM","Comoros","DF","Discrimination in the family","2023","2023",87.2,,
"REG1_1","Africa","COM","Comoros","RPI","Restricted physical integrity","2023","2023",30.6,,
"REG1_1","Africa","COM","Comoros","RAPFR","Access to productive and financial assets","2023","2023",29.8,,
"REG1_1","Africa","COM","Comoros","RCL","Restricted civil liberties","2023","2023",59.5,,
"REG1_5","All regions","COM","Comoros","SIGI","SIGI 2023","2023","2023",54.7,,
"REG1_5","All regions","COM","Comoros","DF","Discrimination in the family","2023","2023",87.2,,
"REG1_5","All regions","COM","Comoros","RPI","Restricted physical integrity","2023","2023",30.6,,
"REG1_5","All regions","COM","Comoros","RAPFR","Access to productive and financial assets","2023","2023",29.8,,
"REG1_5","All regions","COM","Comoros","RCL","Restricted civil liberties","2023","2023",59.5,,
"REG1_1","Africa","COG","Congo","DF","Discrimination in the family","2023","2023",55,,
"REG1_1","Africa","COG","Congo","RAPFR","Access to productive and financial assets","2023","2023",57.9,,
"REG1_1","Africa","COG","Congo","RCL","Restricted civil liberties","2023","2023",46.9,,
"REG1_5","All regions","COG","Congo","DF","Discrimination in the family","2023","2023",55,,
"REG1_5","All regions","COG","Congo","RAPFR","Access to productive and financial assets","2023","2023",57.9,,
"REG1_5","All regions","COG","Congo","RCL","Restricted civil liberties","2023","2023",46.9,,
"REG1_2","Americas","CRI","Costa Rica","SIGI","SIGI 2023","2023","2023",10.9,,
"REG1_2","Americas","CRI","Costa Rica","DF","Discrimination in the family","2023","2023",4.7,,
"REG1_2","Americas","CRI","Costa Rica","RPI","Restricted physical integrity","2023","2023",20.8,,
"REG1_2","Americas","CRI","Costa Rica","RAPFR","Access to productive and financial assets","2023","2023",13.8,,
"REG1_2","Americas","CRI","Costa Rica","RCL","Restricted civil liberties","2023","2023",3.3,,
"REG1_5","All regions","CRI","Costa Rica","SIGI","SIGI 2023","2023","2023",10.9,,
"REG1_5","All regions","CRI","Costa Rica","DF","Discrimination in the family","2023","2023",4.7,,
"REG1_5","All regions","CRI","Costa Rica","RPI","Restricted physical integrity","2023","2023",20.8,,
"REG1_5","All regions","CRI","Costa Rica","RAPFR","Access to productive and financial assets","2023","2023",13.8,,
"REG1_5","All regions","CRI","Costa Rica","RCL","Restricted civil liberties","2023","2023",3.3,,
"REG1_1","Africa","CIV","Côte d'Ivoire","SIGI","SIGI 2023","2023","2023",17.3,,
"REG1_1","Africa","CIV","Côte d'Ivoire","DF","Discrimination in the family","2023","2023",12.4,,
"REG1_1","Africa","CIV","Côte d'Ivoire","RPI","Restricted physical integrity","2023","2023",28.6,,
"REG1_1","Africa","CIV","Côte d'Ivoire","RAPFR","Access to productive and financial assets","2023","2023",14.6,,
"REG1_1","Africa","CIV","Côte d'Ivoire","RCL","Restricted civil liberties","2023","2023",12.7,,
"REG1_5","All regions","CIV","Côte d'Ivoire","SIGI","SIGI 2023","2023","2023",17.3,,
"REG1_5","All regions","CIV","Côte d'Ivoire","DF","Discrimination in the family","2023","2023",12.4,,
"REG1_5","All regions","CIV","Côte d'Ivoire","RPI","Restricted physical integrity","2023","2023",28.6,,
"REG1_5","All regions","CIV","Côte d'Ivoire","RAPFR","Access to productive and financial assets","2023","2023",14.6,,
"REG1_5","All regions","CIV","Côte d'Ivoire","RCL","Restricted civil liberties","2023","2023",12.7,,
"REG1_4","Europe","HRV","Croatia","SIGI","SIGI 2023","2023","2023",16.9,,
"REG1_4","Europe","HRV","Croatia","DF","Discrimination in the family","2023","2023",31,,
"REG1_4","Europe","HRV","Croatia","RPI","Restricted physical integrity","2023","2023",14.4,,
"REG1_4","Europe","HRV","Croatia","RAPFR","Access to productive and financial assets","2023","2023",6.5,,
"REG1_4","Europe","HRV","Croatia","RCL","Restricted civil liberties","2023","2023",14,,
"REG1_5","All regions","HRV","Croatia","SIGI","SIGI 2023","2023","2023",16.9,,
"REG1_5","All regions","HRV","Croatia","DF","Discrimination in the family","2023","2023",31,,
"REG1_5","All regions","HRV","Croatia","RPI","Restricted physical integrity","2023","2023",14.4,,
"REG1_5","All regions","HRV","Croatia","RAPFR","Access to productive and financial assets","2023","2023",6.5,,
"REG1_5","All regions","HRV","Croatia","RCL","Restricted civil liberties","2023","2023",14,,
"REG1_2","Americas","CUB","Cuba","DF","Discrimination in the family","2023","2023",21.5,,
"REG1_2","Americas","CUB","Cuba","RPI","Restricted physical integrity","2023","2023",23.7,,
"REG1_2","Americas","CUB","Cuba","RCL","Restricted civil liberties","2023","2023",9.6,,
"REG1_5","All regions","CUB","Cuba","DF","Discrimination in the family","2023","2023",21.5,,
"REG1_5","All regions","CUB","Cuba","RPI","Restricted physical integrity","2023","2023",23.7,,
"REG1_5","All regions","CUB","Cuba","RCL","Restricted civil liberties","2023","2023",9.6,,
"REG1_3","Asia","CYP","Cyprus","DF","Discrimination in the family","2023","2023",42.3,,
"REG1_3","Asia","CYP","Cyprus","RAPFR","Access to productive and financial assets","2023","2023",8.1,,
"REG1_3","Asia","CYP","Cyprus","RCL","Restricted civil liberties","2023","2023",27.5,,
"REG1_5","All regions","CYP","Cyprus","DF","Discrimination in the family","2023","2023",42.3,,
